"search-number","evaluation","tauN*","tauU*","cutoff12*","cutoff23*","cutoff34*","randomLinks*","closeLinks*","sortingprice*","pReverseSorting*","sigma*","randomseed?*","rs*","steps*","recalculateNit?*","homophily?*","num-replicates","best-fitness-so-far"
"46","266","0.4","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.117486"
"47","7","0.55","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.395628"
"47","14","0.35000000000000003","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.143169"
"47","63","0.35000000000000003","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.081967"
"47","231","0.4","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.048087"
"48","7","0.45","0.9500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.406011"
"48","14","0.05","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.351366"
"48","28","0.25","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.156831"
"48","147","0.30000000000000004","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.084699"
"48","259","0.25","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.01694"
"49","7","0.55","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.298361"
"49","28","0.45","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.284699"
"49","42","0.25","0.65","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.238798"
"49","49","0.35000000000000003","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.104918"
"49","56","0.4","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.096175"
"49","119","0.30000000000000004","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.057377"
"49","189","0.35000000000000003","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.043169"
"49","343","0.30000000000000004","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","0.980874"
"50","7","0.30000000000000004","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.177596"
"50","35","0.30000000000000004","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.126776"
"50","168","0.35000000000000003","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","7","1.000546"
