"search-number","evaluation","tauN*","tauU*","cutoff12*","cutoff23*","cutoff34*","randomLinks*","closeLinks*","sortingprice*","pReverseSorting*","sigma*","randomseed?*","rs*","steps*","recalculateNit?*","homophily?*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"21","427","0.45","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.398907","7","0.28306","0.314754"
"21","434","0.6000000000000001","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.30765","7","0.28306","0.314754"
"21","441","0.6000000000000001","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.392896","7","0.28306","0.314754"
"21","448","0.35000000000000003","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.52623","7","0.28306","0.314754"
"21","455","0.6000000000000001","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.353552","7","0.28306","0.314754"
"21","462","0.55","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.33224","7","0.28306","0.314754"
"21","469","0.7000000000000001","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.37541","7","0.28306","0.314754"
"21","476","0.8","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.402732","7","0.28306","0.314754"
"21","483","0.4","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.473224","7","0.28306","0.314754"
"21","490","0.35000000000000003","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.531694","7","0.28306","0.314754"
"21","497","0.6000000000000001","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.38306","7","0.28306","0.314754"
"21","504","0.65","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.335519","7","0.28306","0.314754"
"21","511","0.6000000000000001","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.360109","7","0.28306","0.314754"
"21","518","0.7000000000000001","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.33224","7","0.28306","0.314754"
"21","525","0.7000000000000001","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.371038","7","0.28306","0.314754"
"21","532","0.8500000000000001","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.371585","7","0.28306","0.314754"
"21","539","0.45","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.348087","7","0.28306","0.314754"
"21","546","0.55","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.359016","7","0.28306","0.314754"
"21","553","0.5","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.447541","7","0.28306","0.314754"
"21","560","0.7000000000000001","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.374317","7","0.28306","0.314754"
"21","567","0.55","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.369945","7","0.28306","0.314754"
"21","574","0.7000000000000001","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.385246","7","0.28306","0.314754"
"21","581","0.4","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.452459","7","0.28306","0.314754"
"21","588","0.65","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.383607","7","0.28306","0.314754"
"21","595","0.65","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.378142","7","0.28306","0.314754"
"21","602","0.5","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.448634","7","0.28306","0.314754"
"21","609","0.65","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.365574","7","0.28306","0.314754"
"21","616","0.9","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.377049","7","0.28306","0.314754"
"21","623","0.65","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.387978","7","0.28306","0.314754"
"21","630","0.65","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.37541","7","0.28306","0.314754"
"21","637","0.55","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.291257","7","0.28306","0.314754"
"21","644","0.55","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.369399","7","0.28306","0.314754"
"21","651","0.5","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.41694","7","0.28306","0.314754"
"21","658","0.75","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.372678","7","0.28306","0.314754"
"21","665","0.30000000000000004","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.535519","7","0.28306","0.314754"
"21","672","0.75","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.368852","7","0.28306","0.314754"
"21","679","0.75","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.378689","7","0.28306","0.314754"
"21","686","0.2","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.528415","7","0.28306","0.314754"
"21","693","0.55","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.365027","7","0.28306","0.314754"
"21","700","0.4","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.402732","7","0.28306","0.314754"
"21","707","0.45","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.414208","7","0.28306","0.314754"
"21","714","0.45","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.439344","7","0.28306","0.314754"
"21","721","0.75","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.402732","7","0.28306","0.314754"
"21","728","0.9","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.385792","7","0.28306","0.314754"
"21","735","0.25","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.484699","7","0.28306","0.314754"
"21","742","0.8500000000000001","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.378142","7","0.28306","0.314754"
"21","749","0.45","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.342077","7","0.28306","0.314754"
"21","756","0.7000000000000001","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.396721","7","0.28306","0.314754"
"21","763","0.75","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.349727","7","0.28306","0.314754"
"21","770","0.45","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.290164","7","0.28306","0.314754"
"21","777","0.8","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.387432","7","0.28306","0.314754"
"21","784","0.45","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.45847","7","0.28306","0.314754"
"21","791","0.4","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.493989","7","0.28306","0.314754"
"21","798","0.55","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.406011","7","0.28306","0.314754"
"21","805","0.8","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.370492","7","0.28306","0.314754"
"21","812","0.8500000000000001","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.409836","7","0.28306","0.314754"
"21","819","0.8","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.410383","7","0.28306","0.314754"
"21","826","0.8","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.368306","7","0.28306","0.314754"
"21","833","0.75","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.412022","7","0.28306","0.314754"
"21","840","0.4","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.383607","7","0.28306","0.314754"
"21","847","0.35000000000000003","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.487978","7","0.28306","0.314754"
"21","854","0.8","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.393989","7","0.28306","0.314754"
"21","861","0.4","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.319126","7","0.28306","0.314754"
"21","868","0.8","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.400546","7","0.28306","0.314754"
"21","875","0.8500000000000001","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.37541","7","0.28306","0.314754"
"21","882","0.7000000000000001","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.359016","7","0.28306","0.314754"
"21","889","0.8500000000000001","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.379235","7","0.28306","0.314754"
"21","896","0.35000000000000003","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.513115","7","0.28306","0.314754"
"21","903","0.6000000000000001","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.389617","7","0.28306","0.314754"
"21","910","0.7000000000000001","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.38306","7","0.28306","0.314754"
"21","917","0.65","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.387978","7","0.28306","0.314754"
"21","924","0.45","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.36612","7","0.28306","0.314754"
"21","931","0.55","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.368306","7","0.28306","0.314754"
"21","938","0.8500000000000001","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.354098","7","0.28306","0.314754"
"21","945","0.15000000000000002","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.611475","7","0.28306","0.314754"
"21","952","0.55","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.387978","7","0.28306","0.314754"
"21","959","0.35000000000000003","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.592896","7","0.28306","0.314754"
"21","966","1","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.368852","7","0.28306","0.314754"
"21","973","0.8500000000000001","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.360656","7","0.28306","0.314754"
"21","980","0.30000000000000004","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.56776","7","0.28306","0.314754"
"21","987","0.4","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.532787","7","0.28306","0.314754"
"21","994","1","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.413661","7","0.28306","0.314754"
"21","1001","0.4","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.508743","7","0.28306","0.314754"
"21","1008","0.30000000000000004","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.463934","7","0.28306","0.314754"
"21","1015","0.2","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.490164","7","0.28306","0.314754"
"21","1022","0.35000000000000003","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.592896","7","0.28306","0.314754"
"21","1029","0.4","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.253005","7","0.253005","0.254098"
"21","1036","0.35000000000000003","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.402186","7","0.253005","0.254098"
"21","1043","0.45","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.391257","7","0.253005","0.254098"
"21","1050","0.2","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.605464","7","0.253005","0.254098"
"21","1057","0.4","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.244809","7","0.244809","0.26120200000000005"
"21","1064","0.4","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.285246","7","0.244809","0.26120200000000005"
"21","1071","0.35000000000000003","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.361749","7","0.244809","0.26120200000000005"
"21","1078","0.4","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.275956","7","0.244809","0.26120200000000005"
"21","1085","0.55","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.386339","7","0.244809","0.26120200000000005"
"21","1092","0.30000000000000004","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.406011","7","0.244809","0.26120200000000005"
"21","1099","0.4","0.65","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.289071","7","0.244809","0.26120200000000005"
"21","1106","0.45","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.398361","7","0.244809","0.26120200000000005"
"21","1113","0.5","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.396721","7","0.244809","0.26120200000000005"
"21","1120","0.4","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.253005","7","0.244809","0.26120200000000005"
"21","1127","0.25","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.527322","7","0.244809","0.26120200000000005"
"21","1134","0.4","0.7000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.306011","7","0.244809","0.26120200000000005"
"21","1141","0.65","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.364481","7","0.244809","0.26120200000000005"
"21","1148","0.4","0.75","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.314754","7","0.244809","0.26120200000000005"
"21","1155","0.15000000000000002","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.637705","7","0.244809","0.26120200000000005"
"21","1162","0.2","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.614754","7","0.244809","0.26120200000000005"
"21","1169","0.4","0.8","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.308743","7","0.244809","0.26120200000000005"
"21","1176","0.45","0.7000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.432787","7","0.244809","0.26120200000000005"
"21","1183","0.4","0.8500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.301639","7","0.244809","0.26120200000000005"
"21","1190","0.2","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.608743","7","0.244809","0.26120200000000005"
"21","1197","0.5","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.410929","7","0.244809","0.26120200000000005"
"21","1204","0.5","0.7000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.424044","7","0.244809","0.26120200000000005"
"21","1211","0.30000000000000004","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.398907","7","0.244809","0.26120200000000005"
"21","1218","0.2","0.65","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.612568","7","0.244809","0.26120200000000005"
"21","1225","0.5","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.376503","7","0.244809","0.26120200000000005"
"21","1232","0.35000000000000003","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.392896","7","0.244809","0.26120200000000005"
"21","1239","0.15000000000000002","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.651366","7","0.244809","0.26120200000000005"
"21","1246","0.1","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.657377","7","0.244809","0.26120200000000005"
"21","1253","0.35000000000000003","0.65","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.331148","7","0.244809","0.26120200000000005"
"21","1260","0.25","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.565027","7","0.244809","0.26120200000000005"
"21","1267","0.55","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.405464","7","0.244809","0.26120200000000005"
"21","1274","0.45","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.397814","7","0.244809","0.26120200000000005"
"21","1281","0.35000000000000003","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.336066","7","0.244809","0.26120200000000005"
