"search-number","evaluation","evals-requested-so-far","cutoff12*","cutoff23*","cutoff34*","tauN*","tauU*","randomLinks*","closeLinks*","sortingprice*","pReverseSorting*","sigma*","randomseed?*","rs*","steps*","recalculateNit?*","homophily?*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","156","350","0.275","0.185","0.765","0.35000000000000003","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1334276621""","0.431694","0.431694","0.431694","0","0.431694"
"1","157","350","0.275","0.185","0.765","0.35000000000000003","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""1324796890""","0.442077","0.442077","0.442077","0","0.442077"
"1","158","350","0.275","0.185","0.765","0.35000000000000003","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2094890209""","0.481967","0.481967","0.481967","0","0.481967"
"1","159","350","0.275","0.185","0.765","0.35000000000000003","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""1813055096""","0.470492","0.470492","0.470492","0","0.470492"
"1","160","350","0.275","0.185","0.765","0.35000000000000003","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""833128149""","0.540437","0.540437","0.540437","0","0.540437"
"1","161","350","0.275","0.185","0.765","0.35000000000000003","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""1303465289""","0.436612","0.436612","0.436612","0","0.436612"
"1","162","350","0.28500000000000003","0.435","0.7050000000000001","0.75","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""2002313190""","0.968306","0.968306","0.968306","0","0.968306"
"1","163","350","0.28500000000000003","0.435","0.7050000000000001","0.75","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""579119994""","0.972131","0.972131","0.972131","0","0.972131"
"1","164","350","0.28500000000000003","0.435","0.7050000000000001","0.75","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""1022181913""","0.842623","0.842623","0.842623","0","0.842623"
"1","165","350","0.28500000000000003","0.435","0.7050000000000001","0.75","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""1817621205""","1.051913","1.051913","1.051913","0","1.051913"
"1","166","350","0.28500000000000003","0.435","0.7050000000000001","0.75","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""127767836""","0.93224","0.93224","0.93224","0","0.93224"
"1","167","350","0.28500000000000003","0.435","0.7050000000000001","0.75","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-114398657""","0.850273","0.850273","0.850273","0","0.850273"
"1","168","350","0.28500000000000003","0.435","0.7050000000000001","0.75","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-211727991""","0.978142","0.978142","0.978142","0","0.978142"
"1","169","350","0.125","0.465","0.855","0.25","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1309918844""","0.427322","0.427322","0.427322","0","0.427322"
"1","170","350","0.125","0.465","0.855","0.25","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""110414725""","0.454645","0.454645","0.454645","0","0.454645"
"1","171","350","0.125","0.465","0.855","0.25","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""1848606153""","0.455738","0.455738","0.455738","0","0.455738"
"1","172","350","0.125","0.465","0.855","0.25","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""672770127""","0.477596","0.477596","0.477596","0","0.477596"
"1","173","350","0.125","0.465","0.855","0.25","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""1546671711""","0.477596","0.477596","0.477596","0","0.477596"
"1","174","350","0.125","0.465","0.855","0.25","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""874614039""","0.421858","0.421858","0.421858","0","0.421858"
"1","175","350","0.125","0.465","0.855","0.25","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""-747744907""","0.414208","0.414208","0.414208","0","0.414208"
"1","176","350","0.435","0.6150000000000001","0.785","0.75","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-272304542""","0.815847","0.815847","0.815847","0","0.815847"
"1","177","350","0.435","0.6150000000000001","0.785","0.75","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1636014497""","0.76776","0.76776","0.76776","0","0.76776"
"1","178","350","0.435","0.6150000000000001","0.785","0.75","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1943231618""","0.80765","0.80765","0.80765","0","0.80765"
"1","179","350","0.435","0.6150000000000001","0.785","0.75","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""1829836554""","0.845355","0.845355","0.845355","0","0.845355"
"1","180","350","0.435","0.6150000000000001","0.785","0.75","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1276545097""","0.808743","0.808743","0.808743","0","0.808743"
"1","181","350","0.435","0.6150000000000001","0.785","0.75","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""1304479698""","0.751366","0.751366","0.751366","0","0.751366"
"1","182","350","0.435","0.6150000000000001","0.785","0.75","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""2076989721""","0.843169","0.843169","0.843169","0","0.843169"
"1","183","350","0.28500000000000003","0.805","0.605","0.5","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1658519003""","1.024044","1.024044","1.024044","0","1.024044"
"1","184","350","0.28500000000000003","0.805","0.605","0.5","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-5170189""","1.027869","1.027869","1.027869","0","1.027869"
"1","185","350","0.28500000000000003","0.805","0.605","0.5","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-15375898""","0.979781","0.979781","0.979781","0","0.979781"
"1","186","350","0.28500000000000003","0.805","0.605","0.5","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-395901146""","1.060109","1.060109","1.060109","0","1.060109"
"1","187","350","0.28500000000000003","0.805","0.605","0.5","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1422086639""","1.12459","1.12459","1.12459","0","1.12459"
"1","188","350","0.28500000000000003","0.805","0.605","0.5","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1001536233""","1.017486","1.017486","1.017486","0","1.017486"
"1","189","350","0.28500000000000003","0.805","0.605","0.5","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-145526832""","1.107104","1.107104","1.107104","0","1.107104"
"1","190","350","0.365","0.465","0.755","0.55","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-208572217""","0.987432","0.987432","0.987432","0","0.987432"
"1","191","350","0.365","0.465","0.755","0.55","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-178434750""","1.031694","1.031694","1.031694","0","1.031694"
"1","192","350","0.365","0.465","0.755","0.55","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""409450817""","0.983607","0.983607","0.983607","0","0.983607"
"1","193","350","0.365","0.465","0.755","0.55","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""1835625380""","1.031694","1.031694","1.031694","0","1.031694"
"1","194","350","0.365","0.465","0.755","0.55","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-200097661""","0.843716","0.843716","0.843716","0","0.843716"
"1","195","350","0.365","0.465","0.755","0.55","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1502421995""","0.902732","0.902732","0.902732","0","0.902732"
"1","196","350","0.365","0.465","0.755","0.55","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2145514074""","0.960109","0.960109","0.960109","0","0.960109"
"1","197","350","0.085","0.445","0.7050000000000001","0.15000000000000002","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""718700361""","0.462842","0.462842","0.462842","0","0.462842"
"1","198","350","0.085","0.445","0.7050000000000001","0.15000000000000002","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2133668937""","0.443716","0.443716","0.443716","0","0.443716"
"1","199","350","0.085","0.445","0.7050000000000001","0.15000000000000002","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1991553590""","0.408743","0.408743","0.408743","0","0.408743"
"1","200","350","0.085","0.445","0.7050000000000001","0.15000000000000002","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-132018452""","0.415301","0.415301","0.415301","0","0.415301"
"1","201","350","0.085","0.445","0.7050000000000001","0.15000000000000002","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1787494914""","0.44153","0.44153","0.44153","0","0.44153"
"1","202","350","0.085","0.445","0.7050000000000001","0.15000000000000002","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1398907623""","0.437158","0.437158","0.437158","0","0.437158"
"1","203","350","0.085","0.445","0.7050000000000001","0.15000000000000002","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-308526972""","0.421311","0.421311","0.421311","0","0.421311"
"1","204","350","0.155","0.385","0.635","0.2","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1730524122""","0.313661","0.313661","0.313661","0","0.313661"
"1","205","350","0.155","0.385","0.635","0.2","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1696999830""","0.331694","0.331694","0.331694","0","0.331694"
"1","206","350","0.155","0.385","0.635","0.2","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""1956278917""","0.315847","0.315847","0.315847","0","0.315847"
"1","207","350","0.155","0.385","0.635","0.2","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""706585271""","0.326776","0.326776","0.326776","0","0.326776"
"1","208","350","0.155","0.385","0.635","0.2","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""-589828019""","0.339344","0.339344","0.339344","0","0.339344"
"1","209","350","0.155","0.385","0.635","0.2","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""1371233526""","0.33388","0.33388","0.33388","0","0.33388"
"1","210","350","0.155","0.385","0.635","0.2","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""1892863285""","0.31694","0.31694","0.31694","0","0.31694"
"1","211","350","0.125","0.775","0.815","0.1","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1946726171""","1.880874","1.880874","1.880874","0","1.880874"
"1","212","350","0.125","0.775","0.815","0.1","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""1710276207""","1.882514","1.882514","1.882514","0","1.882514"
"1","213","350","0.125","0.775","0.815","0.1","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""1237401962""","1.86612","1.86612","1.86612","0","1.86612"
"1","214","350","0.125","0.775","0.815","0.1","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""-943462028""","1.879781","1.879781","1.879781","0","1.879781"
"1","215","350","0.125","0.775","0.815","0.1","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""670091761""","1.872131","1.872131","1.872131","0","1.872131"
"1","216","350","0.125","0.775","0.815","0.1","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1877126080""","1.90929","1.90929","1.90929","0","1.90929"
"1","217","350","0.125","0.775","0.815","0.1","0.8","0.1","3","1.05","0.1","0","false","100","105","true","false","""1488749457""","1.88306","1.88306","1.88306","0","1.88306"
"1","218","350","0.28500000000000003","0.8150000000000001","0.585","0.55","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""1660387225""","1.089071","1.089071","1.089071","0","1.089071"
"1","219","350","0.28500000000000003","0.8150000000000001","0.585","0.55","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1297708469""","1.104372","1.104372","1.104372","0","1.104372"
"1","220","350","0.28500000000000003","0.8150000000000001","0.585","0.55","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""700218817""","1.053005","1.053005","1.053005","0","1.053005"
"1","221","350","0.28500000000000003","0.8150000000000001","0.585","0.55","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""961550125""","0.99235","0.99235","0.99235","0","0.99235"
"1","222","350","0.28500000000000003","0.8150000000000001","0.585","0.55","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""139156265""","1.078142","1.078142","1.078142","0","1.078142"
"1","223","350","0.28500000000000003","0.8150000000000001","0.585","0.55","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""1156942055""","1.06612","1.06612","1.06612","0","1.06612"
"1","224","350","0.28500000000000003","0.8150000000000001","0.585","0.55","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""533276960""","1.047541","1.047541","1.047541","0","1.047541"
"1","225","350","0.28500000000000003","0.205","0.505","0.30000000000000004","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""305955916""","0.685792","0.685792","0.685792","0","0.685792"
"1","226","350","0.28500000000000003","0.205","0.505","0.30000000000000004","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""-920316410""","0.662842","0.662842","0.662842","0","0.662842"
"1","227","350","0.28500000000000003","0.205","0.505","0.30000000000000004","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""128620157""","0.719126","0.719126","0.719126","0","0.719126"
"1","228","350","0.28500000000000003","0.205","0.505","0.30000000000000004","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""1883970144""","0.643169","0.643169","0.643169","0","0.643169"
"1","229","350","0.28500000000000003","0.205","0.505","0.30000000000000004","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""2128637795""","0.695628","0.695628","0.695628","0","0.695628"
"1","230","350","0.28500000000000003","0.205","0.505","0.30000000000000004","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""-569039847""","0.692896","0.692896","0.692896","0","0.692896"
"1","231","350","0.28500000000000003","0.205","0.505","0.30000000000000004","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1937719064""","0.677596","0.677596","0.677596","0","0.677596"
"1","232","350","0.055","0.375","0.855","0.1","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""891491291""","0.515301","0.515301","0.515301","0","0.515301"
"1","233","350","0.055","0.375","0.855","0.1","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1420806546""","0.515301","0.515301","0.515301","0","0.515301"
"1","234","350","0.055","0.375","0.855","0.1","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1733692328""","0.520219","0.520219","0.520219","0","0.520219"
"1","235","350","0.055","0.375","0.855","0.1","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1484214887""","0.50765","0.50765","0.50765","0","0.50765"
"1","236","350","0.055","0.375","0.855","0.1","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1963702751""","0.537158","0.537158","0.537158","0","0.537158"
"1","237","350","0.055","0.375","0.855","0.1","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""101753035""","0.545902","0.545902","0.545902","0","0.545902"
"1","238","350","0.055","0.375","0.855","0.1","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""779243890""","0.519672","0.519672","0.519672","0","0.519672"
"1","239","350","0.485","0.11499999999999999","0.995","0.2","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","""508730167""","0.826776","0.826776","0.826776","0","0.826776"
"1","240","350","0.485","0.11499999999999999","0.995","0.2","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","""-420440952""","0.840984","0.840984","0.840984","0","0.840984"
"1","241","350","0.485","0.11499999999999999","0.995","0.2","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","""-251616611""","0.840984","0.840984","0.840984","0","0.840984"
"1","242","350","0.485","0.11499999999999999","0.995","0.2","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","""1265836357""","0.839344","0.839344","0.839344","0","0.839344"
"1","243","350","0.485","0.11499999999999999","0.995","0.2","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1369052""","0.838798","0.838798","0.838798","0","0.838798"
"1","244","350","0.485","0.11499999999999999","0.995","0.2","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1564142802""","0.840984","0.840984","0.840984","0","0.840984"
"1","245","350","0.485","0.11499999999999999","0.995","0.2","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1210876614""","0.840984","0.840984","0.840984","0","0.840984"
"1","246","350","0.34500000000000003","0.335","0.825","0.6000000000000001","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""949809845""","0.681967","0.681967","0.681967","0","0.681967"
"1","247","350","0.34500000000000003","0.335","0.825","0.6000000000000001","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1231632665""","0.649727","0.649727","0.649727","0","0.649727"
"1","248","350","0.34500000000000003","0.335","0.825","0.6000000000000001","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1471559176""","0.713661","0.713661","0.713661","0","0.713661"
"1","249","350","0.34500000000000003","0.335","0.825","0.6000000000000001","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""362790153""","0.800546","0.800546","0.800546","0","0.800546"
"1","250","350","0.34500000000000003","0.335","0.825","0.6000000000000001","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""2112508916""","0.727322","0.727322","0.727322","0","0.727322"
"1","251","350","0.34500000000000003","0.335","0.825","0.6000000000000001","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""1940889369""","0.614754","0.614754","0.614754","0","0.614754"
"1","252","350","0.34500000000000003","0.335","0.825","0.6000000000000001","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","""444984888""","0.767213","0.767213","0.767213","0","0.767213"
"1","253","350","0.375","0.28500000000000003","0.605","1","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-296780457""","1.097268","1.097268","1.097268","0","1.097268"
"1","254","350","0.375","0.28500000000000003","0.605","1","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""653928915""","0.983607","0.983607","0.983607","0","0.983607"
"1","255","350","0.375","0.28500000000000003","0.605","1","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-462612649""","1.048634","1.048634","1.048634","0","1.048634"
"1","256","350","0.375","0.28500000000000003","0.605","1","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1948381047""","1.036066","1.036066","1.036066","0","1.036066"
"1","257","350","0.375","0.28500000000000003","0.605","1","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""2065411886""","1.148087","1.148087","1.148087","0","1.148087"
"1","258","350","0.375","0.28500000000000003","0.605","1","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-428664070""","1.050273","1.050273","1.050273","0","1.050273"
"1","259","350","0.375","0.28500000000000003","0.605","1","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1075481501""","1.021858","1.021858","1.021858","0","1.021858"
"1","260","350","0.385","0.8550000000000001","0.845","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1612762886""","0.296721","0.296721","0.296721","0","0.296721"
"1","261","350","0.385","0.8550000000000001","0.845","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""45038384""","0.322951","0.322951","0.322951","0","0.322951"
"1","262","350","0.385","0.8550000000000001","0.845","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""914319635""","0.297268","0.297268","0.297268","0","0.297268"
"1","263","350","0.385","0.8550000000000001","0.845","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1320423989""","0.316393","0.316393","0.316393","0","0.316393"
"1","264","350","0.385","0.8550000000000001","0.845","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""663541002""","0.346995","0.346995","0.346995","0","0.346995"
"1","265","350","0.385","0.8550000000000001","0.845","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""564784601""","0.303279","0.303279","0.303279","0","0.303279"
"1","266","350","0.385","0.8550000000000001","0.845","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""1783085422""","0.302186","0.302186","0.302186","0","0.302186"
"1","267","350","0.405","0.275","0.9450000000000001","1","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""100137857""","0.578142","0.578142","0.578142","0","0.578142"
"1","268","350","0.405","0.275","0.9450000000000001","1","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2002127623""","0.615301","0.615301","0.615301","0","0.615301"
"1","269","350","0.405","0.275","0.9450000000000001","1","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1001598266""","0.580874","0.580874","0.580874","0","0.580874"
"1","270","350","0.405","0.275","0.9450000000000001","1","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1905928895""","0.608197","0.608197","0.608197","0","0.608197"
"1","271","350","0.405","0.275","0.9450000000000001","1","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-159994175""","0.581967","0.581967","0.581967","0","0.581967"
"1","272","350","0.405","0.275","0.9450000000000001","1","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""2097824705""","0.584153","0.584153","0.584153","0","0.584153"
"1","273","350","0.405","0.275","0.9450000000000001","1","0.8500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-746999980""","0.615301","0.615301","0.615301","0","0.615301"
"1","274","350","0.065","0.8450000000000001","0.6950000000000001","0","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""2131950976""","1.725683","1.725683","1.725683","0","1.725683"
"1","275","350","0.065","0.8450000000000001","0.6950000000000001","0","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""1484269402""","1.760109","1.760109","1.760109","0","1.760109"
"1","276","350","0.065","0.8450000000000001","0.6950000000000001","0","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""1248997341""","1.736066","1.736066","1.736066","0","1.736066"
"1","277","350","0.065","0.8450000000000001","0.6950000000000001","0","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""1912492658""","1.710929","1.710929","1.710929","0","1.710929"
"1","278","350","0.065","0.8450000000000001","0.6950000000000001","0","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1785009124""","1.721858","1.721858","1.721858","0","1.721858"
"1","279","350","0.065","0.8450000000000001","0.6950000000000001","0","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""515749890""","1.763388","1.763388","1.763388","0","1.763388"
"1","280","350","0.065","0.8450000000000001","0.6950000000000001","0","0.25","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1977894570""","1.740437","1.740437","1.740437","0","1.740437"
"1","281","350","0.10500000000000001","0.545","0.585","0.75","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1205945687""","1.142623","1.142623","1.142623","0","1.142623"
"1","282","350","0.10500000000000001","0.545","0.585","0.75","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-993236825""","1.166667","1.166667","1.166667","0","1.166667"
"1","283","350","0.10500000000000001","0.545","0.585","0.75","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""705081369""","1.089617","1.089617","1.089617","0","1.089617"
"1","284","350","0.10500000000000001","0.545","0.585","0.75","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""887252761""","1.101093","1.101093","1.101093","0","1.101093"
"1","285","350","0.10500000000000001","0.545","0.585","0.75","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""1850191658""","1.202186","1.202186","1.202186","0","1.202186"
"1","286","350","0.10500000000000001","0.545","0.585","0.75","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""617543268""","1.134973","1.134973","1.134973","0","1.134973"
"1","287","350","0.10500000000000001","0.545","0.585","0.75","0.6000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""666500822""","1.145902","1.145902","1.145902","0","1.145902"
"1","288","350","0.115","0.805","0.9650000000000001","0.9","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""467306077""","0.493443","0.493443","0.493443","0","0.493443"
"1","289","350","0.115","0.805","0.9650000000000001","0.9","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1696678898""","0.468306","0.468306","0.468306","0","0.468306"
"1","290","350","0.115","0.805","0.9650000000000001","0.9","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2141839354""","0.482514","0.482514","0.482514","0","0.482514"
"1","291","350","0.115","0.805","0.9650000000000001","0.9","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""693723445""","0.468852","0.468852","0.468852","0","0.468852"
"1","292","350","0.115","0.805","0.9650000000000001","0.9","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1287501840""","0.455738","0.455738","0.455738","0","0.455738"
"1","293","350","0.115","0.805","0.9650000000000001","0.9","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1630561098""","0.446448","0.446448","0.446448","0","0.446448"
"1","294","350","0.115","0.805","0.9650000000000001","0.9","0.7000000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","""-564903826""","0.487432","0.487432","0.487432","0","0.487432"
"1","295","350","0.17500000000000002","0.145","0.535","0.1","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1610918664""","0.428962","0.428962","0.428962","0","0.428962"
"1","296","350","0.17500000000000002","0.145","0.535","0.1","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""1096940810""","0.424044","0.424044","0.424044","0","0.424044"
"1","297","350","0.17500000000000002","0.145","0.535","0.1","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1764873178""","0.420765","0.420765","0.420765","0","0.420765"
"1","298","350","0.17500000000000002","0.145","0.535","0.1","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""1204200995""","0.446995","0.446995","0.446995","0","0.446995"
"1","299","350","0.17500000000000002","0.145","0.535","0.1","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2057543499""","0.42623","0.42623","0.42623","0","0.42623"
"1","300","350","0.17500000000000002","0.145","0.535","0.1","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""-482858733""","0.43224","0.43224","0.43224","0","0.43224"
"1","301","350","0.17500000000000002","0.145","0.535","0.1","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","""396923807""","0.430601","0.430601","0.430601","0","0.430601"
"1","302","350","0.495","0.6150000000000001","0.895","0.2","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""1903821254""","1.392896","1.392896","1.392896","0","1.392896"
"1","303","350","0.495","0.6150000000000001","0.895","0.2","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""1185729298""","1.668852","1.668852","1.668852","0","1.668852"
"1","304","350","0.495","0.6150000000000001","0.895","0.2","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""484254141""","1.772678","1.772678","1.772678","0","1.772678"
"1","305","350","0.495","0.6150000000000001","0.895","0.2","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""192020486""","1.851366","1.851366","1.851366","0","1.851366"
"1","306","350","0.495","0.6150000000000001","0.895","0.2","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1919032499""","1.914208","1.914208","1.914208","0","1.914208"
"1","307","350","0.495","0.6150000000000001","0.895","0.2","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""1042173393""","1.448087","1.448087","1.448087","0","1.448087"
"1","308","350","0.495","0.6150000000000001","0.895","0.2","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1671615457""","1.816393","1.816393","1.816393","0","1.816393"
