"search-number","evaluation","cutoff12*","cutoff23*","cutoff34*","tauN*","tauU*","randomLinks*","closeLinks*","sortingprice*","pReverseSorting*","sigma*","randomseed?*","rs*","steps*","recalculateNit?*","homophily?*","num-replicates","best-fitness-so-far"
"1","350","0.335","0.7450000000000001","0.895","0.8500000000000001","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","7","0.159016"
