"search-number","evaluation","cutoff12*","cutoff23*","cutoff34*","tauN*","tauU*","randomLinks*","closeLinks*","sortingprice*","pReverseSorting*","sigma*","randomseed?*","rs*","steps*","recalculateNit?*","homophily?*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"21","315","0.095","0.8350000000000001","0.875","0.1","0.55","0.1","3","1.05","0.1","0","false","100","105","true","false","1.977596","7","0.852459","0.8554645000000001"
"21","322","0.325","0.6150000000000001","0.7949999999999999","0.8","0.5","0.1","3","1.05","0.1","0","false","100","105","true","false","1.744809","7","0.852459","0.8554645000000001"
"21","329","0.195","0.145","0.755","0.9","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","1.671585","7","0.852459","0.8554645000000001"
"21","336","0.35500000000000004","0.655","0.6950000000000001","0.5","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","1.68306","7","0.852459","0.8554645000000001"
"21","343","0.455","0.365","0.555","0.30000000000000004","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","1.551913","7","0.852459","0.8554645000000001"
"21","350","0.28500000000000003","0.465","0.745","0.45","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","1.73388","7","0.852459","0.8554645000000001"
"21","357","0.325","0.6150000000000001","0.7949999999999999","0.1","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","1.894536","7","0.852459","0.8554645000000001"
"21","364","0.20500000000000002","0.335","0.925","0.1","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","0.956284","7","0.852459","0.8554645000000001"
"21","371","0.155","0.065","0.575","0.8500000000000001","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","1.596721","7","0.852459","0.8554645000000001"
"21","378","0.165","0.7050000000000001","0.855","0.35000000000000003","0","0.1","3","1.05","0.1","0","false","100","105","true","false","1.315301","7","0.852459","0.8554645000000001"
"21","385","0.165","0.195","0.995","0.75","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","0.986885","7","0.852459","0.8554645000000001"
"21","392","0.465","0.225","0.995","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.940984","7","0.852459","0.8554645000000001"
"21","399","0.255","0.075","0.915","0.30000000000000004","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.850273","7","0.850273","0.849727"
"21","406","0.165","0.485","0.775","0","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","1.426776","7","0.850273","0.849727"
"21","413","0.135","0.435","0.905","0.9","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","1.225137","7","0.850273","0.849727"
"21","420","0.265","0.305","0.635","0.15000000000000002","0.9500000000000001","0.1","3","1.05","0.1","0","false","100","105","true","false","1.279235","7","0.850273","0.849727"
"21","427","0.265","0.545","0.985","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","1.007104","7","0.850273","0.849727"
"21","434","0.135","0.435","0.575","0.9500000000000001","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","1.75082","7","0.850273","0.849727"
"21","441","0.005","0.195","0.995","0.75","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","0.878142","7","0.850273","0.849727"
"21","448","0.025","0.11499999999999999","0.7949999999999999","0.1","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","0.854098","7","0.850273","0.849727"
"21","455","0.20500000000000002","0.345","0.925","0.9500000000000001","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","1.076503","7","0.850273","0.849727"
"21","462","0.255","0.185","0.985","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.93224","7","0.850273","0.849727"
"21","469","0.034999999999999996","0.7050000000000001","0.905","0.9","0.65","0.1","3","1.05","0.1","0","false","100","105","true","false","1.193443","7","0.850273","0.849727"
"21","476","0.005","0.365","0.925","0.1","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","0.971038","7","0.850273","0.849727"
"21","483","0.07500000000000001","0.11499999999999999","0.995","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.848634","7","0.848634","0.8508195"
"21","490","0.025","0.225","0.995","0.7000000000000001","0.15000000000000002","0.1","3","1.05","0.1","0","false","100","105","true","false","0.86612","7","0.848634","0.8508195"
"21","497","0.025","0.225","0.995","0.30000000000000004","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.854645","7","0.848634","0.8508195"
"21","504","0.20500000000000002","0.335","0.925","0.1","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.922951","7","0.848634","0.8508195"
"21","511","0.255","0.185","0.7949999999999999","0.1","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","0.87377","7","0.848634","0.8508195"
"21","518","0.005","0.365","0.775","0.05","0.55","0.1","3","1.05","0.1","0","false","100","105","true","false","1.070492","7","0.848634","0.8508195"
"21","525","0.435","0.225","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.863934","7","0.848634","0.8508195"
"21","532","0.025","0.225","0.995","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.869399","7","0.848634","0.8508195"
"21","539","0.07500000000000001","0.11499999999999999","0.7949999999999999","0.2","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","0.860656","7","0.848634","0.8508195"
"21","546","0.07500000000000001","0.11499999999999999","0.7949999999999999","0","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","0.854098","7","0.848634","0.8508195"
"21","553","0.255","0.185","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.856284","7","0.848634","0.8508195"
"21","560","0.07500000000000001","0.11499999999999999","0.7949999999999999","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.844809","7","0.844809","0.845355"
"21","567","0.255","0.235","0.915","0.30000000000000004","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.912568","7","0.844809","0.845355"
"21","574","0.025","0.135","0.915","0.30000000000000004","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.847541","7","0.844809","0.845355"
"21","581","0.255","0.075","0.915","0.15000000000000002","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.842623","7","0.842623","0.842077"
"21","588","0.255","0.225","0.995","0.8","0.15000000000000002","0.1","3","1.05","0.1","0","false","100","105","true","false","1.002732","7","0.842623","0.842077"
"21","595","0.465","0.225","0.995","0","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.926776","7","0.842623","0.842077"
"21","602","0.025","0.135","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","609","0.255","0.135","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.843169","7","0.840984","0.840984"
"21","616","0.435","0.225","0.995","0","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.871038","7","0.840984","0.840984"
"21","623","0.255","0.11499999999999999","0.7949999999999999","0.1","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","0.848634","7","0.840984","0.840984"
"21","630","0.07500000000000001","0.11499999999999999","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","637","0.07500000000000001","0.11499999999999999","0.995","0.5","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.860109","7","0.840984","0.840984"
"21","644","0.17500000000000002","0.075","0.915","0.30000000000000004","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.84918","7","0.840984","0.840984"
"21","651","0.025","0.11499999999999999","0.7949999999999999","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","1.52623","7","0.840984","0.840984"
"21","658","0.255","0.11499999999999999","0.995","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.871038","7","0.840984","0.840984"
"21","665","0.07500000000000001","0.11499999999999999","0.7949999999999999","0.1","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.84918","7","0.840984","0.840984"
"21","672","0.07500000000000001","0.205","0.995","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.87541","7","0.840984","0.840984"
"21","679","0.07500000000000001","0.11499999999999999","0.995","0.7000000000000001","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.872678","7","0.840984","0.840984"
"21","686","0.07500000000000001","0.10500000000000001","0.995","0.7000000000000001","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.848087","7","0.840984","0.840984"
"21","693","0.135","0.075","0.915","0.30000000000000004","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.848634","7","0.840984","0.840984"
"21","700","0.07500000000000001","0.11499999999999999","0.995","0.8","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.850273","7","0.840984","0.840984"
"21","707","0.07500000000000001","0.11499999999999999","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","714","0.14500000000000002","0.11499999999999999","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","721","0.034999999999999996","0.11499999999999999","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","728","0.255","0.11499999999999999","0.7949999999999999","0.1","0","0.1","3","1.05","0.1","0","false","100","105","true","false","0.852459","7","0.840984","0.840984"
"21","735","0.255","0.135","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","742","0.07500000000000001","0.11499999999999999","0.995","0.7000000000000001","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","0.854645","7","0.840984","0.840984"
"21","749","0.07500000000000001","0.11499999999999999","0.995","0.7000000000000001","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.87541","7","0.840984","0.840984"
"21","756","0.07500000000000001","0.11499999999999999","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","763","0.07500000000000001","0.055","0.7949999999999999","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.844809","7","0.840984","0.840984"
"21","770","0.07500000000000001","0.11499999999999999","0.995","0.1","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","777","0.034999999999999996","0.11499999999999999","0.7949999999999999","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.846448","7","0.840984","0.840984"
"21","784","0.14500000000000002","0.11499999999999999","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","791","0.055","0.11499999999999999","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","798","0.255","0.11499999999999999","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","805","0.07500000000000001","0.11499999999999999","0.985","0.1","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","812","0.10500000000000001","0.11499999999999999","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","819","0.255","0.11499999999999999","0.995","0","0.15000000000000002","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","826","0.14500000000000002","0.255","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.860109","7","0.840984","0.840984"
"21","833","0.07500000000000001","0.11499999999999999","0.995","0.2","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","840","0.025","0.235","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.85082","7","0.840984","0.840984"
"21","847","0.07500000000000001","0.11499999999999999","0.995","0.05","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","854","0.165","0.11499999999999999","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","861","0.005","0.11499999999999999","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","868","0.07500000000000001","0.11499999999999999","0.995","0","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.844262","7","0.840984","0.840984"
"21","875","0.07500000000000001","0.11499999999999999","0.995","0","0.15000000000000002","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","882","0.14500000000000002","0.11499999999999999","0.985","0.1","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","889","0.034999999999999996","0.11499999999999999","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","896","0.034999999999999996","0.11499999999999999","0.9450000000000001","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","903","0.025","0.135","0.995","0","0.15000000000000002","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","910","0.015","0.11499999999999999","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.84153","7","0.840984","0.840984"
"21","917","0.155","0.11499999999999999","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.843169","7","0.840984","0.840984"
"21","924","0.255","0.11499999999999999","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","931","0.10500000000000001","0.11499999999999999","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","938","0.034999999999999996","0.11499999999999999","0.985","0","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","945","0.055","0.11499999999999999","0.985","0.1","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","952","0.07500000000000001","0.155","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.842623","7","0.840984","0.840984"
"21","959","0.10500000000000001","0.11499999999999999","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","966","0.10500000000000001","0.135","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.84153","7","0.840984","0.840984"
"21","973","0.07500000000000001","0.135","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","980","0.07500000000000001","0.065","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","987","0.10500000000000001","0.11499999999999999","0.995","0.05","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","994","0.255","0.11499999999999999","0.9750000000000001","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1001","0.07500000000000001","0.155","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.842623","7","0.840984","0.840984"
"21","1008","0.07500000000000001","0.11499999999999999","0.9750000000000001","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1015","0.055","0.11499999999999999","0.995","0.05","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1022","0.095","0.11499999999999999","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1029","0.185","0.11499999999999999","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1036","0.034999999999999996","0.135","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.84153","7","0.840984","0.840984"
"21","1043","0.07500000000000001","0.11499999999999999","0.995","0.1","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1050","0.005","0.11499999999999999","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1057","0.185","0.11499999999999999","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.84153","7","0.840984","0.840984"
"21","1064","0.085","0.11499999999999999","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1071","0.14500000000000002","0.11499999999999999","0.985","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1078","0.025","0.11499999999999999","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1085","0.07500000000000001","0.11499999999999999","0.995","0","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1092","0.07500000000000001","0.195","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.845902","7","0.840984","0.840984"
"21","1099","0.14500000000000002","0.055","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1106","0.034999999999999996","0.11499999999999999","0.985","0.15000000000000002","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1113","0.07500000000000001","0.11499999999999999","0.995","0","0.05","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1120","0.025","0.11499999999999999","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1127","0.095","0.135","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.842623","7","0.840984","0.840984"
"21","1134","0.034999999999999996","0.065","0.985","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1141","0.07500000000000001","0.11499999999999999","0.985","0.05","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1148","0.305","0.11499999999999999","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1155","0.07500000000000001","0.265","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.86776","7","0.840984","0.840984"
"21","1162","0.055","0.11499999999999999","0.985","0","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","0.844262","7","0.840984","0.840984"
"21","1169","0.07500000000000001","0.145","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.842623","7","0.840984","0.840984"
"21","1176","0.034999999999999996","0.11499999999999999","0.9550000000000001","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.84153","7","0.840984","0.840984"
"21","1183","0.025","0.11499999999999999","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1190","0.025","0.185","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.843716","7","0.840984","0.840984"
"21","1197","0.07500000000000001","0.11499999999999999","0.985","0.15000000000000002","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.842623","7","0.840984","0.840984"
"21","1204","0.055","0.11499999999999999","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1211","0.255","0.11499999999999999","0.995","0.2","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1218","0.065","0.11499999999999999","0.995","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1225","0.07500000000000001","0.11499999999999999","0.985","0","0.1","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1232","0.14500000000000002","0.11499999999999999","0.9550000000000001","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.843169","7","0.840984","0.840984"
"21","1239","0.005","0.055","0.995","0","0.2","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1246","0.07500000000000001","0.11499999999999999","0.995","0","0.35000000000000003","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
"21","1253","0.10500000000000001","0.11499999999999999","0.995","0","0.15000000000000002","0.1","3","1.05","0.1","0","false","100","105","true","false","0.840984","7","0.840984","0.840984"
