"search-number","evaluation","tauN*","tauU*","cutoff12*","cutoff23*","cutoff34*","randomLinks*","closeLinks*","sortingprice*","pReverseSorting*","sigma*","randomseed?*","rs*","steps*","recalculateNit?*","homophily?*","fitness","num-replicates","best-fitness-so-far"
"1","210","0","0.75","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.399454","7","1.218033"
"1","217","0","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.430055","7","1.218033"
"1","224","0.45","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.15082","7","1.15082"
"1","231","0.65","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.431694","7","1.15082"
"1","238","0.75","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.39235","7","1.15082"
"1","245","0.15000000000000002","0.8500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.376503","7","1.15082"
"1","252","0.15000000000000002","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.301093","7","1.15082"
"1","259","0.6000000000000001","0.7000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.37377","7","1.15082"
"1","266","0","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.378689","7","1.15082"
"1","273","0.6000000000000001","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.376503","7","1.15082"
"1","280","0.9","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.372131","7","1.15082"
"1","287","0.6000000000000001","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.261749","7","1.15082"
"1","294","0.9500000000000001","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.38306","7","1.15082"
"1","301","1","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.407104","7","1.15082"
"1","308","0.45","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.319672","7","1.15082"
"1","315","0.55","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.399454","7","1.15082"
"1","322","0.15000000000000002","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.369399","7","1.15082"
"1","329","1","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.380328","7","1.15082"
"1","336","0.65","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.296721","7","1.15082"
"1","343","0.6000000000000001","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.395628","7","1.15082"
"1","350","0.25","0.75","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.253005","7","1.15082"
"2","7","0.2","1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.340437","7","1.340437"
"2","14","0.35000000000000003","0.9500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.190164","7","1.190164"
"2","21","0.8500000000000001","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.351366","7","1.190164"
"2","28","0","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.380874","7","1.190164"
"2","35","0.45","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.145902","7","1.145902"
"2","42","0.2","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.302186","7","1.145902"
"2","49","0.75","0.65","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.421858","7","1.145902"
"2","56","0.30000000000000004","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.150273","7","1.145902"
"2","63","0.5","0.8500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.453005","7","1.145902"
"2","70","0.2","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.3","7","1.145902"
"2","77","0.7000000000000001","0.65","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.378689","7","1.145902"
"2","84","0.65","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.355191","7","1.145902"
"2","91","0.7000000000000001","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.36776","7","1.145902"
"2","98","0.30000000000000004","0.9500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.170492","7","1.145902"
"2","105","0.05","0.75","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.384699","7","1.145902"
"2","112","0.25","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.063934","7","1.063934"
"2","119","0.75","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.378689","7","1.063934"
"2","126","0.2","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.185246","7","1.063934"
"2","133","0.65","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.418579","7","1.063934"
"2","140","0.45","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.231694","7","1.063934"
"2","147","0.30000000000000004","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.204372","7","1.063934"
"2","154","0.25","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.024044","7","1.024044"
"2","161","0.5","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.39071","7","1.024044"
"2","168","0.8","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.386339","7","1.024044"
"2","175","0.65","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.377049","7","1.024044"
"2","182","0.45","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.424044","7","1.024044"
"2","189","0.9500000000000001","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.377049","7","1.024044"
"2","196","0.75","1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.392896","7","1.024044"
"2","203","1","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.380874","7","1.024044"
"2","210","0.6000000000000001","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.419672","7","1.024044"
"2","217","0.30000000000000004","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.188525","7","1.024044"
"2","224","0.5","1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.45082","7","1.024044"
"2","231","0.7000000000000001","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.384699","7","1.024044"
"2","238","0.4","0.7000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.320765","7","1.024044"
"2","245","0.75","0.7000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.393443","7","1.024044"
"2","252","0.45","0.8500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.415301","7","1.024044"
"2","259","0.75","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.342077","7","1.024044"
"2","266","1","1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.384699","7","1.024044"
"2","273","0.55","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.429508","7","1.024044"
"2","280","0.65","0.9500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.372678","7","1.024044"
"2","287","0.55","1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.43224","7","1.024044"
"2","294","0.4","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.063934","7","1.024044"
"2","301","0.25","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.162295","7","1.024044"
"2","308","0.75","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.355738","7","1.024044"
"2","315","0","1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.412568","7","1.024044"
"2","322","0.5","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.284153","7","1.024044"
"2","329","0.4","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.10765","7","1.024044"
"2","336","0.75","0.9500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.406011","7","1.024044"
"2","343","0.25","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.191803","7","1.024044"
"2","350","0.45","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.143169","7","1.024044"
"3","7","0.65","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.357377","7","1.357377"
"3","14","0.45","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.172131","7","1.172131"
"3","21","0.55","0.7000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.436612","7","1.172131"
"3","28","0","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.372678","7","1.172131"
"3","35","0.30000000000000004","0.8500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.20765","7","1.172131"
"3","42","0.55","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.396721","7","1.172131"
"3","49","0.7000000000000001","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.321311","7","1.172131"
"3","56","0.45","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.117486","7","1.117486"
"3","63","0.30000000000000004","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.963934","7","0.963934"
"3","70","0.5","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.255738","7","0.963934"
"3","77","0.9","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.4","7","0.963934"
"3","84","0.6000000000000001","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.247541","7","0.963934"
"3","91","0.25","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.218579","7","0.963934"
"3","98","0","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.357923","7","0.963934"
"3","105","0.15000000000000002","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.301639","7","0.963934"
"3","112","0.35000000000000003","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.00765","7","0.963934"
"3","119","0.8500000000000001","0.8500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.371585","7","0.963934"
"3","126","0.5","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.45082","7","0.963934"
"3","133","1","0.75","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.374863","7","0.963934"
"3","140","0.6000000000000001","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.297814","7","0.963934"
"3","147","0.75","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.391803","7","0.963934"
"3","154","0.45","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.129508","7","0.963934"
"3","161","0.9500000000000001","0.8500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.393989","7","0.963934"
"3","168","0.30000000000000004","0.65","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.185792","7","0.963934"
"3","175","0","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.320219","7","0.963934"
"3","182","0.55","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.291257","7","0.963934"
"3","189","0.65","0.8500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.398361","7","0.963934"
"3","196","0.4","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.087978","7","0.963934"
"3","203","0.1","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.34153","7","0.963934"
"3","210","0","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.35847","7","0.963934"
"3","217","0.4","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.079235","7","0.963934"
"3","224","0.4","0.65","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.301093","7","0.963934"
"3","231","0.7000000000000001","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.340984","7","0.963934"
"3","238","0.35000000000000003","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.176503","7","0.963934"
"3","245","0.45","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.255191","7","0.963934"
"3","252","1","1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.361202","7","0.963934"
"3","259","0.8","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.412568","7","0.963934"
"3","266","0.05","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.334973","7","0.963934"
"3","273","0.30000000000000004","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.953005","7","0.953005"
"3","280","0.05","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.389617","7","0.953005"
"3","287","0.8500000000000001","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.375956","7","0.953005"
"3","294","0.55","0.8","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.454098","7","0.953005"
"3","301","0.55","1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.463934","7","0.953005"
"3","308","0.05","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.371038","7","0.953005"
"3","315","0.65","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.378689","7","0.953005"
"3","322","0.5","0.7000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.42623","7","0.953005"
"3","329","0.4","0.75","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.323497","7","0.953005"
"3","336","0.5","0.65","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.453005","7","0.953005"
"3","343","0.8500000000000001","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.376503","7","0.953005"
"3","350","0.25","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.040984","7","0.953005"
"4","7","0.05","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.359563","7","1.359563"
"4","14","0.15000000000000002","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.291257","7","1.291257"
"4","21","0.15000000000000002","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.265574","7","1.265574"
"4","28","0.9","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.39071","7","1.265574"
"4","35","0.05","1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.406011","7","1.265574"
"4","42","0.15000000000000002","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.319126","7","1.265574"
"4","49","0.6000000000000001","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.390164","7","1.265574"
"4","56","0.8500000000000001","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.344809","7","1.265574"
"4","63","0.35000000000000003","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.113115","7","1.113115"
"4","70","0.35000000000000003","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.983607","7","0.983607"
"4","77","0.25","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.054645","7","0.983607"
"4","84","0.45","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.155738","7","0.983607"
"4","91","0.65","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.330601","7","0.983607"
"4","98","0.8500000000000001","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.401093","7","0.983607"
"4","105","0.35000000000000003","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.115847","7","0.983607"
"4","112","0.15000000000000002","0.8","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.394536","7","0.983607"
"4","119","0.05","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.392896","7","0.983607"
"4","126","0.9","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.384699","7","0.983607"
"4","133","0.35000000000000003","0.4","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.131694","7","0.983607"
"4","140","0.1","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.332787","7","0.983607"
"4","147","0.35000000000000003","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.160656","7","0.983607"
"4","154","0.75","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.379781","7","0.983607"
"4","161","0.9","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.338251","7","0.983607"
"4","168","0.35000000000000003","0.8","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.199454","7","0.983607"
"4","175","0.1","0.2","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.339891","7","0.983607"
"4","182","0.15000000000000002","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.406011","7","0.983607"
"4","189","0.4","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.255738","7","0.983607"
"4","196","0.5","0.30000000000000004","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.27541","7","0.983607"
"4","203","1","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.37377","7","0.983607"
"4","210","0.55","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.4","7","0.983607"
"4","217","0.6000000000000001","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.248634","7","0.983607"
"4","224","1","0.8","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.401093","7","0.983607"
"4","231","0.75","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.374317","7","0.983607"
"4","238","0.8","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.380874","7","0.983607"
"4","245","0.45","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.137158","7","0.983607"
"4","252","0.7000000000000001","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.345902","7","0.983607"
"4","259","0","0.35000000000000003","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.367213","7","0.983607"
"4","266","0.65","0.75","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.368852","7","0.983607"
"4","273","1","0.25","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.391257","7","0.983607"
"4","280","0.8500000000000001","0.65","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.387432","7","0.983607"
"4","287","0.8500000000000001","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.368852","7","0.983607"
"4","294","0.6000000000000001","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.370492","7","0.983607"
"4","301","0.1","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.330601","7","0.983607"
"4","308","0","0.5","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.372131","7","0.983607"
"4","315","0.15000000000000002","0.9","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.394536","7","0.983607"
"4","322","0.5","0.15000000000000002","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.199454","7","0.983607"
"4","329","0.45","0.1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.131148","7","0.983607"
"4","336","0.30000000000000004","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","0.965574","7","0.965574"
"4","343","0.5","0.45","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.405464","7","0.965574"
"4","350","0.35000000000000003","0.05","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.011475","7","0.965574"
"5","7","0.15000000000000002","0.6000000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.384153","7","1.384153"
"5","14","0.45","0","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.148634","7","1.148634"
"5","21","0.2","1","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.346995","7","1.148634"
"5","28","0.9500000000000001","0.55","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.359016","7","1.148634"
"5","35","0.2","0.8500000000000001","0.105","0.495","0.875","0.1","3","1.05","0.1","0","false","100","105","true","false","1.327322","7","1.148634"
